Race,Sex,Age,Supervising Unit,Supervision Type,Cohort Fiscal Year,Report Fiscal Year,Supervision Start Date,Supervision End Date,Months Supervised,Supervision End Reason,Charge ID [Internal],Supervision Offense Class,Supervision Offense Type,Supervision Offense Subtype,Reincarcerated,Reincarcerated Reason,Survival Time (Days),Survival Time (Months),Reincarcerated Offense Code,Reincarcerated Offense Class,Reincarcerated Offense Type,Reincarcerated Offense Subtype,Risk Ranking
White,Male,50,Newton Correctional Facility,Prison,2019,2022,04/16/2019,06/13/2019,1,Discharged - Expiration of Sentence,20390153,D Felony,Public Order,Weapons,false,,,,,,,,Low
White,Female,50,Iowa Correctional Institution for Women,Prison,2019,2022,11/17/2017,03/15/2019,15,Parole Granted,20405972,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,929,31.0,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,Low
White,Male,58,Districts/Compact Regions,Work Release,2019,2022,11/20/2018,02/04/2019,2,Parole Granted,692728,B Felony,Violent,Robbery,false,,,,,,,,Low
White,Female,53,Iowa Correctional Institution for Women,Prison,2019,2022,09/25/2017,08/06/2018,10,Parole Granted,20239054,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,Moderate
White,Male,48,Fort Dodge Correctional Facility,Prison,2019,2022,11/02/2017,12/28/2018,13,Paroled to Detainer - U.S. Marshall,20363151,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,53,Newton Correctional Facility,Prison,2019,2022,09/19/2018,04/29/2019,7,Released to Special Sentence,20412549,Aggravated Misdemeanor,Violent,Sex,true,New Charge,540,18.0,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,Low
White,Male,51,Districts/Compact Regions,Work Release,2019,2022,08/07/2018,11/26/2018,3,Parole Granted,20382119,D Felony,Violent,Assault,false,,,,,,,,Low
American Indian or Alaska Native,Female,49,Iowa Correctional Institution for Women,Prison,2019,2022,01/31/2018,09/13/2018,7,Parole Granted,20416760,D Felony,Drug,Drug Possession,false,,,,,,,,Low
White,Male,51,Newton Correctional Facility,Prison,2019,2022,12/03/2013,03/21/2019,63,Released to Special Sentence,20249354,C Felony,Violent,Sex,false,,,,,,,,
White,Male,57,Mount Pleasant Correctional Facility,Prison,2019,2022,05/11/2018,12/27/2018,7,Parole Granted,20332085,Aggravated Misdemeanor,Public Order,OWI,false,,,,,,,,Low
White,Male,55,Districts/Compact Regions,Work Release,2019,2022,01/31/2019,05/03/2019,3,Parole Granted,20168097,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,54,Iowa State Penitentiary,Prison,2019,2022,07/21/2015,10/31/2018,39,Parole Granted,20322904,B Felony,Drug,Trafficking,false,,,,,,,,Moderate
White,Female,51,Iowa Correctional Institution for Women,Prison,2019,2022,09/04/2018,02/18/2019,5,Parole Granted,20172472,C Felony,Drug,Trafficking,true,New Charge,504,16.8,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,Low
White,Male,53,Newton Correctional Facility,Prison,2019,2022,04/03/2018,08/20/2018,4,Parole Granted,20403713,Aggravated Misdemeanor,Public Order,Traffic,true,Tech,87,2.9,321.561,Aggravated Misdemeanor,Public Order,Traffic,Low
Black,Male,48,Districts/Compact Regions,Work Release,2019,2022,10/16/2018,03/07/2019,4,Parole Granted,218483,B Felony,Violent,Murder/Manslaughter,false,,,,,,,,High
White,Male,52,North Central Correctional Facility,Prison,2019,2022,04/03/2018,10/22/2018,6,Discharged - Expiration of Sentence,20381102,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,Low
White,Male,51,North Central Correctional Facility,Prison,2019,2022,11/21/2018,05/15/2019,5,Parole Granted,20185568,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,300,10.0,124.401(5)(c),D Felony,Drug,Drug Possession,Moderate
White,Male,48,Iowa Medical & Classification Center,Prison,2019,2022,07/01/2013,05/16/2019,70,Parole Granted,20230229,Felony - Enhancement to Original Penalty,Drug,Trafficking,true,New Charge,"1,076",35.9,124.411,Felony - Enhancement to Original Penalty,Drug,Trafficking,Low
White,Male,52,Iowa Medical & Classification Center,Prison,2019,2022,10/18/2018,12/31/2018,2,Discharged - Expiration of Sentence,909910,D Felony,Property,Forgery/Fraud,false,,,,,,,,High
White,Male,54,Districts/Compact Regions,Work Release,2019,2022,09/20/2018,12/13/2018,2,Parole Granted,20346360,B Felony,Drug,Trafficking,false,,,,,,,,Low
Black,Male,48,Newton Correctional Facility,Work Release,2019,2022,05/22/2018,09/24/2018,4,Parole Granted,20353195,C Felony,Drug,Trafficking,true,Tech,400,13.3,124.401(1)(c)(2)(b),C Felony,Drug,Trafficking,Low
Black,Male,49,Districts/Compact Regions,Work Release,2019,2022,03/28/2018,08/29/2018,5,Parole Granted,693317,C Felony,Violent,Robbery,false,,,,,,,,Moderate
White,Male,55,Newton Correctional Facility,Prison,2019,2022,09/05/2017,09/17/2018,12,Parole Granted,20289921,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,54,Districts/Compact Regions,Work Release,2019,2022,01/23/2019,04/15/2019,2,Parole Granted,479650,B Felony,Violent,Murder/Manslaughter,false,,,,,,,,High
American Indian or Alaska Native,Male,48,Iowa Medical & Classification Center,Work Release,2019,2022,07/11/2018,09/25/2018,2,Parole Granted,20021698,B Felony,Drug,Trafficking,true,New Charge,255,8.5,124.401(1)(b)(7),B Felony,Drug,Trafficking,High
White,Male,50,Fort Dodge Correctional Facility,Prison,2019,2022,11/18/2016,09/11/2018,21,Parole Granted,20384131,D Felony,Property,Burglary,true,New Charge,223,7.4,713.6A,D Felony,Property,Burglary,High
White,Male,49,Clarinda Correctional Facility,Prison,2019,2022,10/30/2018,06/25/2019,7,Parole Granted,20137438,B Felony,Drug,Trafficking,true,Tech,671,22.4,124.401(1)(b)(7),B Felony,Drug,Trafficking,Low
Black,Female,51,Iowa Correctional Institution for Women,Prison,2019,2022,09/25/2018,06/27/2019,9,Parole Granted,20438130,D Felony,Property,Forgery/Fraud,false,,,,,,,,Moderate
White,Male,47,Mount Pleasant Correctional Facility,Prison,2019,2022,10/03/2017,07/06/2018,9,Discharged - Expiration of Sentence,20388049,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,High
Black,Male,56,Iowa Medical & Classification Center,Prison,2019,2022,07/19/2017,08/31/2018,13,Parole Granted,20407362,D Felony,Property,Forgery/Fraud,false,,,,,,,,Low
White,Male,52,Districts/Compact Regions,Work Release,2019,2022,08/07/2018,12/07/2018,4,Parole Granted,230510,B Felony,Violent,Sex,false,,,,,,,,High
White,Male,51,Iowa Medical & Classification Center,Work Release,2019,2022,01/30/2019,06/11/2019,4,Parole Granted,20383491,Felony - Enhancement to Original Penalty,Drug,Trafficking,true,Tech,94,3.1,124.411,Felony - Enhancement to Original Penalty,Drug,Trafficking,Low
White,Male,51,Clarinda Correctional Facility,Prison,2019,2022,03/15/2018,06/12/2019,14,Parole Granted,894506,C Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,54,Mount Pleasant Correctional Facility,Prison,2019,2022,04/12/2018,01/14/2019,9,Discharged - Expiration of Sentence,20351267,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Male,52,Mount Pleasant Correctional Facility,Prison,2019,2022,03/12/2018,03/24/2019,12,Discharged - Expiration of Sentence,20346819,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,48,Districts/Compact Regions,Work Release,2019,2022,02/28/2019,06/11/2019,3,Parole Granted,20395966,D Felony,Drug,Drug Possession,false,,,,,,,,Moderate
White,Male,52,North Central Correctional Facility,Prison,2019,2022,10/13/2000,12/13/2018,218,Parole Granted,694051,B Felony,Violent,Murder/Manslaughter,false,,,,,,,,Low
White,Female,55,Iowa Correctional Institution for Women,Prison,2019,2022,02/20/2018,01/04/2019,10,Parole Granted,20386752,D Felony,Drug,Drug Possession,false,,,,,,,,Moderate
White,Male,60,Mount Pleasant Correctional Facility,Prison,2019,2022,07/18/2018,10/06/2018,2,Discharged - Expiration of Sentence,20330764,D Felony,Public Order,OWI,false,,,,,,,,Moderate
White,Male,54,North Central Correctional Facility,Prison,2019,2022,02/13/2018,07/25/2018,5,Paroled w/Immediate Discharge,20175063,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,High
White,Male,49,Mount Pleasant Correctional Facility,Prison,2019,2022,08/11/2017,01/02/2019,16,Parole Granted,20261453,C Felony,Drug,Trafficking,true,Tech,365,12.2,124.401(1)(c)(6),C Felony,Drug,Trafficking,High
White,Male,48,Districts/Compact Regions,Work Release,2019,2022,05/09/2018,09/24/2018,4,Parole Granted,20328650,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,48,Iowa Medical & Classification Center,Work Release,2019,2022,09/04/2018,05/09/2019,8,Parole Granted,20364534,C Felony,Drug,Trafficking,true,New Charge,159,5.3,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
White,Female,53,Iowa Correctional Institution for Women,Prison,2019,2022,08/08/2016,04/25/2019,32,Parole Granted,20322374,B Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,54,Iowa State Penitentiary,Prison,2019,2022,05/21/2018,04/26/2019,11,Parole Granted,20435294,D Felony,Property,Burglary,false,,,,,,,,Moderate
Black,Male,56,Mount Pleasant Correctional Facility,Prison,2019,2022,12/11/2017,10/06/2018,9,Discharged - Expiration of Sentence,20366711,D Felony,Property,Forgery/Fraud,true,New Charge,337,11.2,714.2(3),Aggravated Misdemeanor,Property,Theft,High
White,Male,53,Newton Correctional Facility,Prison,2019,2022,10/23/2017,10/25/2018,12,Parole Granted,20229391,C Felony,Drug,Trafficking,false,,,,,,,,Low
Black,Male,55,Newton Correctional Facility,Prison,2019,2022,07/05/2018,04/06/2019,9,Parole Granted,20456611,D Felony,Drug,Other Drug,false,,,,,,,,Low
White,Male,62,Fort Dodge Correctional Facility,Prison,2019,2022,08/02/2017,02/04/2019,18,Parole Granted,20414884,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,High
Black,Male,61,Mount Pleasant Correctional Facility,Prison,2019,2022,04/03/2018,12/28/2018,8,Discharged - Expiration of Sentence,20441992,Aggravated Misdemeanor,Violent,Assault,true,New Charge,760,25.3,708.2A(3B),Aggravated Misdemeanor,Violent,Assault,High
White,Female,48,Iowa Correctional Institution for Women,Prison,2019,2022,04/19/2018,06/03/2019,13,Parole Granted,20306864,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,704,23.5,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,50,Mount Pleasant Correctional Facility,Prison,2019,2022,10/19/2017,10/30/2018,12,Parole Granted,20337007,D Felony,Drug,Drug Possession,false,,,,,,,,Low
Black,Male,62,Newton Correctional Facility,Prison,2019,2022,11/16/2017,08/17/2018,9,Discharged - Expiration of Sentence,20433495,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,Moderate
Black,Male,58,Mount Pleasant Correctional Facility,Prison,2019,2022,11/13/2018,02/27/2019,3,Parole Granted,20145984,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,Low
White,Male,47,Iowa Medical & Classification Center,Prison,2019,2022,01/25/2019,02/11/2019,0,Discharged - Expiration of Sentence,20365941,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Male,61,Districts/Compact Regions,Work Release,2019,2022,05/03/2018,10/24/2018,5,Parole Granted,20385130,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,51,Clarinda Correctional Facility,Prison,2019,2022,09/30/2015,03/22/2019,41,Parole Granted,20332213,C Felony,Property,Theft,false,,,,,,,,High
White,Male,47,Mount Pleasant Correctional Facility,Prison,2019,2022,06/23/2017,10/15/2018,15,Parole Granted,20413190,Aggravated Misdemeanor,Property,Theft,true,Tech,99,3.3,714.2(3),Aggravated Misdemeanor,Property,Theft,Moderate
White,Male,54,Iowa Medical & Classification Center,Work Release,2019,2022,05/09/2018,08/09/2018,3,Parole Granted,20277136,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,160,5.3,"902.8,A",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,55,Newton Correctional Facility,Prison,2019,2022,06/10/2009,08/01/2018,109,Released to Special Sentence,20043629,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,
White,Male,55,Districts/Compact Regions,Work Release,2019,2022,11/30/2018,12/17/2018,0,Parole Granted,20466074,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,Low
White,Male,50,North Central Correctional Facility,Prison,2019,2022,01/18/2018,08/08/2018,6,Parole Granted,695727,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,230,7.7,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,59,Newton Correctional Facility,Prison,2019,2022,09/17/2018,04/23/2019,7,Parole Granted,20438938,D Felony,Drug,Drug Possession,true,Tech,"1,070",35.7,124.401(5)(c),D Felony,Drug,Drug Possession,Low
White,Male,48,North Central Correctional Facility,Prison,2019,2022,02/27/2018,11/07/2018,8,Discharged - Expiration of Sentence,20356190,Aggravated Misdemeanor,Property,Burglary,false,,,,,,,,High
White,Male,47,Iowa Medical & Classification Center,Work Release,2019,2022,07/16/2018,11/06/2018,3,Parole Granted,20219801,C Felony,Property,Burglary,true,New Charge,399,13.3,713.5,C Felony,Property,Burglary,Moderate
Black,Female,48,Iowa Correctional Institution for Women,Prison,2019,2022,09/14/2018,04/22/2019,7,Parole Granted,20448920,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,Low
White,Male,47,Districts/Compact Regions,Prison,2019,2022,07/10/2018,04/25/2019,9,Paroled w/Immediate Discharge,767793,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,Moderate
White,Male,49,Iowa State Penitentiary,Prison,2019,2022,05/29/1997,10/28/2018,256,Discharged - Expiration of Sentence,696068,B Felony,Violent,Robbery,false,,,,,,,,High
White,Male,50,Iowa Medical & Classification Center,Prison,2019,2022,04/24/2018,06/24/2019,14,Parole Granted,20371183,D Felony,Drug,Drug Possession,false,,,,,,,,Low
White,Male,55,Fort Dodge Correctional Facility,Prison,2019,2022,07/03/2018,12/11/2018,5,Parole Granted,20393394,Aggravated Misdemeanor,Public Order,Weapons,true,New Charge,469,15.6,321J.2(2)(b),Aggravated Misdemeanor,Public Order,OWI,Low
White,Male,55,Newton Correctional Facility,Prison,2019,2022,07/03/2018,02/26/2019,7,Parole Granted,20461746,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,Low
White,Male,48,North Central Correctional Facility,Prison,2019,2022,04/05/2018,01/10/2019,9,Parole Granted,20452641,Aggravated Misdemeanor,Public Order,Weapons,false,,,,,,,,High
White,Female,47,Iowa Correctional Institution for Women,Prison,2019,2022,02/20/2018,10/04/2018,7,Paroled w/Immediate Discharge,20022750,C Felony,Property,Theft,false,,,,,,,,High
White,Male,54,Newton Correctional Facility,Work Release,2019,2022,11/20/2018,05/02/2019,5,Parole Granted,20002081,Felony - Enhancement to Original Penalty,Drug,Trafficking,false,,,,,,,,Low
Black,Male,55,North Central Correctional Facility,Prison,2019,2022,10/04/2018,04/04/2019,6,Parole Granted,20393226,D Felony,Public Order,Other Public Order,false,,,,,,,,Low
White,Male,49,Mount Pleasant Correctional Facility,Prison,2019,2022,12/07/2018,04/03/2019,3,Parole Granted,20067935,B Felony,Drug,Trafficking,true,Tech,233,7.8,124.401(1)(b)(7),B Felony,Drug,Trafficking,Low
White,Male,47,Mount Pleasant Correctional Facility,Prison,2019,2022,07/15/2018,12/03/2018,4,Parole Granted,20385025,D Felony,Drug,Drug Possession,false,,,,,,,,High
White,Male,51,North Central Correctional Facility,Prison,2019,2022,12/22/2017,11/14/2018,10,Parole Granted,253615,B Felony,Violent,Murder/Manslaughter,true,New Charge,166,5.5,707.11,B Felony,Violent,Murder/Manslaughter,Moderate
Black,Male,55,Mount Pleasant Correctional Facility,Prison,2019,2022,05/29/2018,01/14/2019,7,Discharged - Expiration of Sentence,20437226,Aggravated Misdemeanor,Property,Vandalism,false,,,,,,,,High
White,Male,50,Mount Pleasant Correctional Facility,Prison,2019,2022,02/12/2018,02/04/2019,11,Parole Granted,20221082,Felony - Enhancement to Original Penalty,Drug,Trafficking,true,Tech,616,20.5,124.411,Felony - Enhancement to Original Penalty,Drug,Trafficking,High
White,Male,51,Iowa Medical & Classification Center,Work Release,2019,2022,05/08/2019,06/20/2019,1,Parole Granted,20099556,C Felony,Property,Theft,true,New Charge,208,6.9,714.2(1),C Felony,Property,Theft,High
White,Female,49,Iowa Correctional Institution for Women,Prison,2019,2022,12/11/2017,06/04/2019,17,Parole Granted,20263979,D Felony,Property,Forgery/Fraud,false,,,,,,,,Moderate
White,Male,46,Newton Correctional Facility,Prison,2019,2022,10/10/2017,08/31/2018,10,Parole Granted,20179678,C Felony,Violent,Kidnap,false,,,,,,,,High
American Indian or Alaska Native,Male,48,Mount Pleasant Correctional Facility,Prison,2019,2022,09/22/2017,01/02/2019,15,Paroled w/Immediate Discharge,20380535,D Felony,Property,Burglary,false,,,,,,,,High
White,Female,46,Iowa Correctional Institution for Women,Prison,2019,2022,02/07/2017,02/01/2019,23,Paroled to Detainer - U.S. Marshall,20379219,C Felony,Drug,Trafficking,false,,,,,,,,Moderate
White,Male,53,Districts/Compact Regions,Work Release,2019,2022,01/19/2018,07/10/2018,5,Parole Granted,20250060,C Felony,Drug,Trafficking,false,,,,,,,,Moderate
White,Male,48,Newton Correctional Facility,Prison,2019,2022,08/19/2014,02/20/2019,54,Released to Special Sentence,20269631,C Felony,Public Order,Other Public Order,false,,,,,,,,Low
White,Male,52,Mount Pleasant Correctional Facility,Prison,2019,2022,05/04/2018,10/23/2018,5,Parole Granted,20285451,D Felony,Public Order,OWI,false,,,,,,,,Low
White,Male,53,Newton Correctional Facility,Prison,2019,2022,04/19/2018,04/26/2019,12,Parole Granted,20427323,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,717,23.9,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,Low
White,Male,47,Newton Correctional Facility,Prison,2019,2022,12/19/2017,10/08/2018,9,Discharged - Expiration of Sentence,20333934,D Felony,Drug,Drug Possession,false,,,,,,,,High
White,Male,48,Mount Pleasant Correctional Facility,Prison,2019,2022,05/27/2016,01/11/2019,31,Parole Granted,20357771,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,907,30.2,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,23,Anamosa State Penitentiary,Prison,2019,2022,08/04/2014,02/11/2019,54,Released to Special Sentence,20269629,D Felony,Violent,Sex,false,,,,,,,,
Black,Male,68,North Central Correctional Facility,Prison,2019,2022,09/18/2017,08/17/2018,10,Parole Granted,576426,C Felony,Violent,Robbery,true,New Charge,573,19.1,711.3,C Felony,Violent,Robbery,High
Black,Male,61,Newton Correctional Facility,Work Release,2019,2022,10/08/2018,11/13/2018,1,Parole Granted,20345724,Aggravated Misdemeanor,Drug,Drug Possession,true,Tech,490,16.3,124.401(5)b,Aggravated Misdemeanor,Drug,Drug Possession,Moderate
Black,Male,61,Mount Pleasant Correctional Facility,Prison,2019,2022,03/09/2018,02/06/2019,10,Parole Granted,20076627,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,Low
Black,Male,59,Mount Pleasant Correctional Facility,Prison,2019,2022,07/07/2017,12/17/2018,17,Parole Granted,698587,Felony - Enhancement to Original Penalty,Drug,Trafficking,false,,,,,,,,High
